timestamp,user_id,endpoint,method,account_id,response_code,response_time_ms,ip_address,user_agent,session_token
2024-10-15 06:47:30,1523,/api/v1/portfolio/1529,GET,1529,200,144,203.0.113.45,Acme-Mobile-Android/3.2.0,jwt_token_1523_stolen
2024-10-15 06:47:33,1523,/api/v1/portfolio/1530,GET,1530,200,142,203.0.113.45,Acme-Mobile-Android/3.2.0,jwt_token_1523_stolen
2024-10-15 06:47:36,1523,/api/v1/portfolio/1531,GET,1531,200,148,203.0.113.45,Acme-Mobile-Android/3.2.0,jwt_token_1523_stolen
2024-10-15 06:47:39,1523,/api/v1/portfolio/1532,GET,1532,200,145,203.0.113.45,Acme-Mobile-Android/3.2.0,jwt_token_1523_stolen
2024-10-15 06:47:42,1523,/api/v1/portfolio/1533,GET,1533,200,140,203.0.113.45,Acme-Mobile-Android/3.2.0,jwt_token_1523_stolen
2024-10-15 06:47:45,1523,/api/v1/portfolio/1534,GET,1534,200,146,203.0.113.45,Acme-Mobile-Android/3.2.0,jwt_token_1523_stolen
2024-10-15 06:47:48,1523,/api/v1/portfolio/1535,GET,1535,200,143,203.0.113.45,Acme-Mobile-Android/3.2.0,jwt_token_1523_stolen
2024-10-15 06:47:51,1523,/api/v1/portfolio/1536,GET,1536,200,149,203.0.113.45,Acme-Mobile-Android/3.2.0,jwt_token_1523_stolen
2024-10-15 06:47:54,1523,/api/v1/portfolio/1537,GET,1537,200,141,203.0.113.45,Acme-Mobile-Android/3.2.0,jwt_token_1523_stolen
2024-10-15 06:47:57,1523,/api/v1/portfolio/1538,GET,1538,200,147,203.0.113.45,Acme-Mobile-Android/3.2.0,jwt_token_1523_stolen
2024-10-15 07:12:30,4521,/api/v1/login,POST,,200,198,172.89.15.67,Acme-Mobile-iOS/3.2.1,
2024-10-15 07:13:45,4521,/api/v1/portfolio/4521,GET,4521,200,167,172.89.15.67,Acme-Mobile-iOS/3.2.1,jwt_token_4521_ghi
2024-10-15 07:15:20,4521,/api/v1/transactions/4521,GET,4521,200,145,172.89.15.67,Acme-Mobile-iOS/3.2.1,jwt_token_4521_ghi
2024-10-15 08:20:15,6789,/api/v1/login,POST,,200,234,45.123.89.201,Acme-Mobile-Android/3.2.0,
2024-10-15 08:21:30,6789,/api/v1/portfolio/6789,GET,6789,200,156,45.123.89.201,Acme-Mobile-Android/3.2.0,jwt_token_6789_jkl
2024-10-15 08:23:45,6789,/api/v1/market-data,GET,,200,198,45.123.89.201,Acme-Mobile-Android/3.2.0,jwt_token_6789_jkl
